,num_below,peaks_below,file_name
128,27,"[888.76690307 976.76951862 669.79165966 153.71664291 842.80279718
 738.80537892 151.73504986 580.81627967 712.83110435 800.83662741
 135.74217696 137.74413608 136.74685931 756.84618668 566.84724043
 138.75473862 757.84915019 154.77655182 594.86550791 668.86604195
 258.96895998 932.86936262 754.87274162 462.87707445 281.88055418
 844.88625096 446.89762334]",1025106.cas
129,0,[],1104318.cas
130,0,[],1104319.cas
131,0,[],1113101.cas
132,0,[],1113102.cas
133,0,[],1113107.cas
134,2,[691.51411644 817.55485341],1113108.cas
135,6,"[260.83952578 262.93677889 252.82699269 307.86471396 277.88010246
 117.79547366]",1113206.cas
136,22,"[ 18.50517975  18.58139019  14.66802308 232.75013794 205.73570034
 203.74969367 185.75163574 179.77031284 177.78198892 169.78846136
 168.79479495 145.77382644 184.81604913 160.79700721 208.85293566
  13.87776627 154.80054438 170.81675409 167.81529415 158.81651945
 192.85978833 156.82218161]",1113209.cas
137,0,[],1116205.cas
138,2,[14.51698641 17.60484824],1116210.cas
139,0,[],1116220.cas
140,19,"[39.51041795 12.58263671 55.51946617 25.56791409 12.60738089 12.63576224
 29.64575054 11.68217475 11.71733906 14.74509761 55.68530598 70.69329183
 14.78256308 72.71540419 13.79528899  0.84776377 14.86423486 22.85881073
  0.87794981]",1117207.cas
141,28,"[11.53697436 14.55581912 25.55183953 55.51442869 28.56348299 38.55145362
 53.53054323 99.50892816 43.5630126  12.61205339 27.58683407 11.61484163
 44.59270525 57.58686789 25.63643203 14.69120167 26.67500046 22.68359371
 84.62366724 27.6931026  44.70763858 25.74307857 57.70013158 13.78415645
 25.80130894 13.84366377  0.85309739 14.85382146]",1117209.cas
142,2,[98.56223556 59.6734955 ],1121101.cas
143,80,"[849.54175079 642.6483705  718.65602782 525.66124737 641.70793591
 601.7334697  523.73351425 587.73424684 717.73491563 586.73935295
 599.74364803 614.76071579 482.77220533 510.77903257 485.78203511
 512.78889469 511.79447058 704.7949501  602.80417952 613.80469275
 260.91834401 483.8106337  429.81135554 262.93370194 449.8216869
 373.82298853 442.82614356 441.83128031 572.83251372 381.83467065
 380.83524006 261.95148308 456.8396235  415.84083837 524.84460441
 496.8448957  259.95114548 250.92572098 394.84759576 246.91896392
 438.85036325 453.85151188 457.85160751 454.85433091 494.85506245
 257.95542642 383.85704961 251.94249802 452.8597394  384.8610194
 395.86114057 455.86323372 379.863964   588.86420943 258.96529287
 393.86605661 444.86770883 363.87063941 426.87151781 396.87223893
 378.87267266 430.8731011  333.87343846 364.87355315 573.87423823
 484.87585095 256.97185538 351.88274783 350.88674854 318.88840796
 375.88980953 469.89004284 391.89275737 439.89343203 355.89501003
 427.89819479 349.89837605 497.89865398 242.96046793 468.89907954]",1121102.cas
144,1,[242.56466708],1121103.cas
145,1,[33.66907507],1121105.cas
146,0,[],1121106.cas
147,0,[],1121107.cas
148,3,[486.84853078 402.8723753  224.8997223 ],1121110.cas
149,10,"[591.52974017  15.53993833  80.5056079  651.60668231 650.65199842
 652.6564166  566.79476513 195.76588583 198.77025467 733.82959325]",112294~1.cas
150,0,[],1129310.cas
151,43,"[250.6012894  189.50073985 251.62517072 203.52017584 217.54818334
 208.54028331 205.54779254 235.62357609 209.57075734 356.59523182
 207.57718063 190.56459843 222.62661773 247.63104891 219.63198492
 206.61453285 249.65891083 160.59016274 233.72003691 268.67977469
 223.68059247 252.68373682 117.58911856 263.69087506 221.71903849
 234.74564788 220.72589296 267.73342063 265.73952087 266.75111027
 282.76738331 327.76905627 283.77403051 281.78170083 145.69590344
 284.79602954  72.72201637 279.8173322  277.8294571  325.83126322
 323.83439391 293.85226776 294.89016725]",1209204.cas
152,0,[],1210105.cas
153,59,"[522.53672306 464.54880714 462.55235703  46.5045398   49.50822798
  28.54253969  27.5459395  628.57231184  29.55506519 392.61687065
  86.55159463 359.64653439 356.64932535 354.64998431 358.65009945
 357.65195819 352.6526064   88.56119308 362.65709884 360.65738229
 250.74841947  41.62856888 320.68056336 326.68237747 322.68254671
 324.68256698  70.61919016 338.69576371 246.76880841 296.71241751
 294.71317793  56.65184115  55.65439059 241.78940107 252.74313696
 248.74697503 232.7875382  254.75160803 247.75217813 276.75309764
 274.75466933 230.79089193 231.80217032 364.76972163 215.77839124
 213.78356635 217.78391105 218.78769599 216.78828925 214.79273138
  27.79054858 350.82123074 323.82739999 242.89142719 367.84395562
 256.94656735 369.86498721 365.89623211 257.9950603 ]",121593~1.cas
154,10,"[265.50523083 282.51550733 221.53337073 267.56055931 281.56218949
 323.62227917 283.65234887 325.67377078 279.82496198 222.87602353]",1229201.cas
155,0,[],1230201.cas
156,0,[],1230203.cas
157,5,[ 16.52209271  15.53676887  12.60416448  11.60085665 199.86356046],1230208.cas
158,1,[26.51075982],1230211.cas
159,0,[],1230212.cas
160,0,[],25-OCT14.cas
161,120,"[ 16.50395379  15.50701938  21.51024091  15.52633488  15.54436336
  19.54262727  30.52681114  15.55420153  13.56297239  24.54718107
  21.55393676  26.55452843  19.56946546  17.58086381  18.58041869
  14.58300693  27.5614601   18.58457738  31.57024793  27.5754291
  29.58534436  14.61588774  21.61684129  19.62035738  16.62971655
  21.62311726  24.61798827  15.6287872   22.62778076  14.6395661
  30.61452496  27.62354085  13.65275609  24.63871385  19.64729709
  26.63786067  14.66009852  20.66020165  23.65148174  27.64433284
  16.67283214  27.6513961   13.68610757  25.66677027  21.67621841
  18.68472674  23.67551246  19.68486924  14.69386088  27.67251243
  31.67140803  26.6842168   24.68986348  31.67855038  19.69923018
  20.70290397  23.69443829  15.70474238  25.70254008  24.70666912
  21.71526373  30.70239547  26.71539309  27.71133149  17.73379254
  13.74484448  30.71630471  16.74433357  28.72322138  16.74877103
  25.73554391  24.7410149   13.75978159  12.76500816  30.73681465
  25.74713737  31.7438397   25.75589733  26.75845591  13.78027951
  18.78312096  30.76030163  20.78491787  26.77785537  18.8011998
  30.77708848  20.80279294  23.79682542  19.80663188  24.80156069
  13.81917122  27.79353532  21.810307    14.822473    17.82166428
  28.79987781  18.82397653  18.82909177  17.83074519  16.8324813
  27.82583444  20.84324085  15.84587126  23.83600791  19.84796148
 261.97078034 230.89314353  13.86313452 262.9808936   13.87034752
  15.86635706  14.8743985   24.86016194  18.87486837 259.98261156
 258.98083877  27.86312805  13.89384837  21.89062274  19.89201757]",300NEG1.cas
162,0,[],300POS1.cas
163,42,"[20.50386663 18.51971523 17.5304647  17.54403632 13.5493266  14.55057476
 14.57129616 13.57548627 13.58498343 19.59007081 13.60878657 16.64579363
 18.64608867 13.65767428 14.65804439 16.6608305  16.67065926 19.66435063
 20.67382193 15.69698742 16.70261012 17.71106738 19.73773018 18.74468081
 18.76289928 17.77503471 20.77474814 17.78205596 19.80419355 19.81763934
 13.82992301 15.82550017 20.82559371 20.83126231 13.85649411 17.85352919
 17.86510869 20.86065752 15.86835044 20.86776705 17.88078549 14.89803489]",500NEG1.cas
164,0,[],500POS1.cas
165,20,"[ 55.51011411  43.54581706  81.53588384  41.60641079  69.59144505
  41.66032771  43.66487029 656.84107904 622.86654846 329.86984172
 256.96750667 292.87676711 257.97659707 240.93671741 258.98330434
 636.88243307 242.95088766 460.89388089 472.89432599 590.89473014]",A1_02.cas
166,54,"[916.68949764 883.70124843 884.71429614 851.7452995  984.74662369
 852.76140593 819.77101524 686.77317456 687.78875529 820.7895955
 260.89961499 654.79186912 262.91098915 261.90780553 787.80246024
 688.80875696 655.8150645  656.82275624 622.82876978 788.82900339
 491.83135366 490.83199953 624.83976663 623.84202432 259.9533555
 590.84911103 471.85096099 457.85426245 591.8559666  470.85662634
 592.85925816 459.85930671 458.86042497 256.9594226  292.86638822
 460.8681245  257.96691034 240.92662854 241.93167158 425.87834227
 293.87980577 233.92099067 242.94217409 484.88206612 450.88310656
 231.92277504 428.88727699 246.9578636  426.88789944 439.88916378
 427.8893524  232.93140611 441.8978416  452.89875472]",A1_03.cas
167,93,"[211.52070845 300.52981018 214.56017748 289.56093608 153.50540241
 168.52304155 174.54712761 156.53471975 176.55607806  69.5380181
  98.5226498  123.52326211  85.53123648 238.67608184 148.54214439
 107.52902553 108.53152502  90.533247   151.54773603 195.59916817
 301.63677556 125.54739443 135.55234164 270.65120529  82.56642906
 204.62891799 137.56043604 124.56389409 183.61164863  65.5881832
 185.61924816 168.60234069 113.57892278 122.58082992 120.58515349
  91.59025942 115.58858603 245.69364089 118.60657122 108.61131235
 220.71325919  98.61944503 139.61984295  99.6206894  163.64774504
 140.62690094 187.67681948  95.6269021  165.66079791 267.73332349
  94.65158088 153.67089187 257.85043576  71.67402989 189.71465491
 122.66555988 170.70241208 154.69572524 199.74558723 125.68980387
 240.84853206  64.72619112 166.73284633 107.7049986  168.73814382
  66.73466229 140.71581706 106.7149143  239.86501791 105.71594627
  51.75296181 104.7211395  216.81756901  52.75836579 268.82598289
 272.82798082  84.74289914  69.75577466  53.77425847 150.7710307
 143.77049458 185.81619701 119.76706823  98.77598259 262.98899106
 168.80564954 149.79147189 121.77738954 113.78063201  77.80226305
  78.8056854   70.8181507   79.81397286]",AM300101.cas
168,40,"[230.51123141 345.50157115 266.57231262 297.58460896 250.66481629
 351.58527375 163.51559015 316.58892621 417.59557571 278.59588182
 113.51088318 414.62721845  19.63430067 365.64729401 478.65638726
 295.66585705 232.7075821  480.69305635 531.69526619 210.70326187
 300.73153911  85.64197531 183.69744123 304.76237954 366.77661539
 288.77847407 190.75781263 349.79805221  84.72278674  85.72850203
 213.83959069  18.86534375 478.86900712 172.80936388 262.99769235
 262.00189124 258.99092137 180.84307041 178.8412417  251.98031788]",AM300102.cas
169,19,"[153.50120085  77.50817934 149.50858953 124.51991896 137.52185041
 120.54186294 153.57570781 135.61115896 137.65388248 136.66080123
 120.66873343 119.67193482 107.70226768 136.72278199 135.72414283
 105.77410378 106.77711498  52.82061289 250.97008159]",AM300103.cas
170,10,"[229.5026451  232.7087646  112.5837108   85.61285716 117.67828395
 120.72722196  84.74263172  18.86627156 113.77872092 262.00973102]",AM300104.cas
171,8,"[136.55536227 135.56038633 135.58927505 139.59203757 149.6144445
 135.66997876 136.74686932 262.99892863]",AM3K01.cas
172,20,"[22.53884674 20.56321293 25.56044874 21.57870486 21.58498669 25.63343611
 26.66209487 20.67469984 20.69138343 21.70312324 20.72095601 20.73029561
 21.75093461 21.76900073 20.78206214 21.81424231 20.81693162 21.82592515
 20.83362937 20.88486383]",AM3K02.cas
173,117,"[14.50567367 16.5250138  26.51275173 13.53945342 23.52535284 18.54233906
 21.54389792 16.55175857 18.5577258  26.54315024 20.55860084 19.55726711
 14.56831732 16.57156166 27.55130823 18.57672965 14.57894929 23.56551194
 26.56341709 18.58128124 15.58072036 17.58598054 12.59073483 20.58399661
 16.5912969  28.57136721 26.57768407 14.60109315 20.59551995 29.57566204
 19.59695764 28.58747572 16.61142732 24.59916199 21.60478646 12.62745265
 18.63011782 30.60656745 19.62607246 16.63304052 23.6216965  15.63687782
 20.64580161 16.65167572 14.65935716 19.65248681 12.66605681 18.66224192
 13.66985823 23.6534187  18.67726702 13.6822202  24.66807575 15.67917189
 21.67685319 25.66870987 26.66778799 13.691206   25.67939433 16.69726071
 14.70057105 23.68552064 25.6902106  24.69514613 21.70473026 14.71368504
 12.7190773  20.71527078 24.70728711 14.72587568 23.71397422 16.72948616
 12.73409463 12.73808326 18.73325296 28.71410673 12.75003228 15.74237466
 21.73927033 13.75390587 20.74518902 14.75339216 23.75196162 17.76623867
 15.76629882 13.7870068  22.77483525 25.77211204 21.7814913  16.80658224
 17.80667602 22.80341431 27.79307941 21.80919425 19.81460042 17.82299008
 13.83132831 29.80332193 20.82683306 27.81029398 17.84096316 20.83786799
 16.84347618 13.84795915 14.84641677 29.82379179 13.86501529 27.83989978
 20.85961076 26.84856208 18.87302931 27.85160601 13.87997759 26.86278239
 14.88422743 16.8875528  17.88907534]",APE4NEG1.cas
174,0,[],APE4POS1.cas
175,29,"[ 47.51168664  43.54671265  83.53164335  45.57985837  57.59585697
  57.63521353  41.67104576  55.72024213  91.70061696 820.81211915
 656.82589243  83.74399679 622.84539118 624.85583571 636.85863812
 256.95891629 330.86698667 257.96828684 590.87247039 258.97372634
 459.87284185 240.93020998 460.87911063 472.88136394 263.00077553
 242.94421306 425.88842413 426.89209106  77.81673974]",B1_02.cas
176,96,"[2.62681837e+02 9.15714626e+02 9.16720386e+02 4.56724566e+02
 1.97711299e+02 8.83746020e+02 8.84754720e+02 8.85755249e+02
 7.18755376e+02 9.17758601e+02 8.51770978e+02 8.54772392e+02
 9.84772494e+02 7.19772526e+02 8.53778572e+02 8.52780638e+02
 8.19782972e+02 6.86788843e+02 7.98301534e-01 6.89791945e+02
 2.60901286e+02 8.22793169e+02 2.62914849e+02 2.61911338e+02
 8.20802868e+02 6.87805779e+02 6.88809975e+02 6.54815791e+02
 6.81818842e+02 7.87821257e+02 8.44823521e+02 6.57825300e+02
 6.55826961e+02 4.89830134e+02 6.56830335e+02 3.26831050e+02
 5.02831323e+02 3.24832385e+02 7.88832581e+02 6.79832666e+02
 8.21834073e+02 6.58835604e+02 6.22838893e+02 4.90841569e+02
 6.69844535e+02 4.92845281e+02 3.09845516e+02 6.26846387e+02
 2.59952580e+02 6.24849990e+02 6.23852229e+02 5.04852499e+02
 4.57854029e+02 2.58955294e+02 6.47857824e+02 4.91858924e+02
 4.60860482e+02 5.90863508e+02 2.56960369e+02 4.82865853e+02
 2.57964723e+02 5.17867114e+02 4.58868589e+02 4.59868754e+02
 2.92869235e+02 6.48869917e+02 2.40927821e+02 4.83871337e+02
 6.37871443e+02 2.94872030e+02 2.41932631e+02 5.91874774e+02
 3.06877068e+02 2.78878310e+02 2.95878808e+02 2.93879137e+02
 2.33920081e+02 2.42942776e+02 4.25881645e+02 4.84881937e+02
 4.49881985e+02 4.30883379e+02 4.51885087e+02 5.92887165e+02
 4.28887660e+02 4.72888660e+02 4.27888796e+02 6.82888931e+02
 4.29889127e+02 4.26890825e+02 5.18890967e+02 4.50891659e+02
 2.31930821e+02 4.38893393e+02 2.32934525e+02 2.46968947e+02]",B1_03.cas
177,0,[],BIOSPANN.cas
178,1,[55.60695387],BIOSPANP.cas
179,0,[],BRU81501.cas
180,16,"[522.59394707 550.61680199 368.72508845 250.80814548 352.7552782
 236.83482317 234.8341821  252.80432544 262.95429607 211.84313413
 212.84927953 214.84971119 218.85744126 195.84995784 198.85466332
 196.85734668]",BRULIN01.cas
181,2,[16.88851462 15.88895215],BRULIN02.cas
182,49,"[284.51632715 281.53076784 265.5400752  605.59447731 110.50038388
 579.60490399 623.60532029 122.51115134 123.51114134 606.60950743
 609.61320645 607.61900815 312.6287287  637.6329277  652.63380863
 651.63870707 608.63986619 339.64194252 653.65502435 338.66168628
 665.66355996 678.66368831 342.67034506 677.67170789  54.61345688
 679.67587465  56.6136596  340.68026217 680.68675558 681.6881745
 693.69346907 682.6982602  683.71286088  68.64124087 285.73716917
  70.66546596  82.67826808  84.70723952  83.70898772  94.70628723
 265.80091783 110.70922403 286.81486508  96.72415342 279.84759143
  94.78590805 286.88604754  72.81762713  54.83559566]",BSTEARP1.cas
183,21,"[ 27.52726455  45.57583694  43.59463024  41.62869678  43.63939252
  41.69296956 260.89927659 622.85676917 292.86752744 329.86811119
 256.96490867 330.87250523 459.87435456 257.97302214 240.93263756
  41.83525306 258.98045627 590.88460458 242.94937713 472.88883504
 460.88906212]",C1_01.cas
184,59,"[917.7311852  883.74965531 719.76250717 718.76539605 884.76966924
 851.78053036 984.78465477 885.79140354 260.90342886 686.79591348
 819.79704899 688.79935905 261.91402722 689.80139246 852.80214838
 262.92093869 687.80431593 853.8056785  654.81517657 820.81736693
 657.82318779 655.83245427 788.8381961  787.83868174 656.8400359
 490.84653375 622.85091708 491.85228683 623.8524374  624.85710331
 493.85783796 457.86053216 258.96581762 590.86716753 460.86756385
 256.96545397 257.97004776 591.87399573 458.87498252 292.87610021
 198.84464815 241.93593343 459.87755919 471.88028194 592.88132128
 293.88138703 194.84729784 484.88443417 242.94636582 425.88510817
 505.88558115 233.92962786 231.92962528 266.89247423 428.89597681
 246.96668906 450.89694935 486.89730847 426.89909543]",C1_02.cas
185,0,[],CA104PC1.cas
186,1,[267.76218261],CA105NC1.cas
187,0,[],CA105NF1.cas
188,0,[],CA125ND1.cas
189,51,"[532.5073207  270.50918303 550.51016783 547.51173766 549.55498811
 210.57041371  55.50655323  57.50694777  71.51687212 567.59565079
 551.61554822 570.61691432 153.55506356 569.6442233  137.55020873
  41.6088106  135.55732233  57.58704326 113.56470733  71.61270236
  91.60199458  57.63584972 269.70352422 287.71416404 139.62803857
 113.63346441 286.73071687 249.73279105  99.64104395  79.65434357
 124.64528282  81.65802799 181.70386918 123.66250631 216.77067277
  94.694526   121.70074674  66.72477392  97.70929219 111.71920573
 285.81761997 204.7950753   77.7581799   67.77138138  84.76490393
  95.75841387 267.86967335  85.79203468  55.82774229  44.84890446
 242.95663772]",CASTE01.cas
190,225,"[230.52801938 234.53770439 359.50662395 520.51190743 494.51623372
 507.51768697 495.51946667 430.5199037  509.52654774 299.52917944
 318.53171297 504.53617611 702.53621464 338.53708251 508.5380722
 740.5383886  532.53894221 232.57928426 535.55009727 533.5508138
 619.55130653 536.55662174 523.55710423 408.55768782 519.55814244
 393.55857386 206.5373125  601.56219321 483.56489726 561.56642276
 530.56648778 196.53388932 537.56733689 446.56890033 538.57079112
 576.57213459 574.57276524 177.51997154 547.57812655 388.58093664
 612.58113693 505.58349391 551.58440614 563.5862291  550.58824754
 464.58832284 549.59135471 600.5930878  587.59356264 522.59513061
 564.59529028 603.59580609 521.59641754 109.50127579 565.59841187
 575.59911024  71.52453442 335.60257878 566.60272493 642.60883055
 552.61045072 592.61048328 321.6107573  159.53604659 130.51764262
  86.52272862 738.61573927 591.61576111 317.61724481 580.61844442
 567.61880357 105.52233486 634.62131122 579.62363879 220.62486887
 261.74178039  98.53413788 234.67484859 568.63445721 570.63644144
 107.54214026 395.64024329 214.64084472 110.54948263 532.64547414
 360.64579339 236.69501437  96.55419563 595.64965686 679.65004098
 104.55576155 115.55297673 637.65369178 144.5671008  244.6590776
 253.66169252 167.59478878 120.56685668 639.66595369 182.61945409
 284.66933817  97.57646978 159.60652747 625.68458375 330.68733998
 201.65896594 365.69075614 669.6908604  283.69411008 258.79501199
 545.6963533  192.65949921 606.69839398 251.78239862 348.70115646
 618.70292399 393.7029838   90.60880107 245.70348598 555.70442939
 431.70896842 405.71053827 441.71130644 734.71147982 276.71181575
 658.71203455 166.64736462  73.64059215 446.72654682 232.76757248
 292.72943054 298.73037803  80.64937956 382.73406303 291.74351716
 311.74381794 521.74382407 206.72526606 736.75090938 413.75618962
 316.75639038 668.75885526 623.75924969 177.70361437  77.67799198
 726.76205932  89.6668934  678.76407545  73.68695112 476.76678576
 619.76751257 278.76810953 138.67610778 425.77177207 737.77306667
 345.77477534 576.77890415 569.77914436 455.78019588 417.78261426
 237.83346491  83.6968527  244.78702614 108.69439757 261.90493236
 711.79296743 632.79404636 179.74213206  96.70482639 110.70607915
 368.8021738  262.92040911  89.70909227  93.71277387 256.90839147
 471.81492052 395.81588413  80.73605883 134.72583109 746.83050231
 283.83126489 498.83170111 175.77403415 644.8328466  108.74107709
 255.83847817 426.83863768 287.83920209 324.84297698  96.7490743
 513.84395834 136.74991485  85.75469261 451.84804616 390.8493972
 199.8214049  263.85722757 214.86024711 101.76672426 227.86443696
 138.77144887 109.77356914 422.87435495 355.8792023  342.87972261
 464.88057501 269.88359346 518.88485915 204.86036697 386.88655652
 354.88707103 126.79184272 170.82371222 433.88812388 150.80925373
 413.8924243  574.89547727 365.89559663 243.89750477 639.89821917
 364.8982625   90.80419863 612.89886918 486.89963968 348.89977607]",CASTE02.cas
