,num_below,peaks_below,file_name
634,0,[],CHC39PB.cas
635,26,"[316.63193694 318.63916789 450.67862557 254.72467137 210.77919889
 216.7828944  218.78375465 212.78758029 214.78994373 202.77864688
 198.77704857 200.78164674 326.81179347 206.78842463 196.78134361
 330.81631815 194.78157081 328.81784991 334.81858722 322.8189163
 192.78460138 324.82260909 190.78513802 188.78681509 326.83085609
 265.88124576]",CHC39PC.cas
636,19,"[232.77943625 261.90803899 262.91339507 259.90486974 260.91007158
  17.82246765 190.78520618 344.82481592 326.82975986 322.83467826
 324.83950062 298.87061632 296.8709515  294.87167507 202.84602359
 458.87411618 456.87424075 182.84247152 162.82844337]",CHC40ND.cas
637,0,[],CHC40PB.cas
638,17,"[254.71241586 216.77078751 210.77882116 212.77905019 214.77937329
 200.77126638 202.77430713 324.80478102 196.77557498 328.80922749
 198.77798864 194.77778328 322.81621068 192.77993288 190.7816993
 188.78314099 196.81098484]",CHC40PC.cas
639,12,"[ 17.63001174 233.79836782 230.81593746  18.79054747 228.81228794
  17.84134132 186.83153075 185.82970374 242.94154901 183.83392401
 184.83737252 167.83060432]",CHC46NB.cas
640,0,[],CHC46ND.cas
641,0,[],CHC46PA.cas
642,6,"[188.80506293 187.80872921 179.80164325 178.80649301 177.8081058
 171.81318934]",CHC46PC.cas
643,46,"[ 69.50762533  70.51035166  67.51420954  43.54824317  39.58768439
  45.57819591  55.56433753  41.59351303  95.61390811  41.67221022
 132.62150602  41.74076684  43.74161537 261.90866265  80.72040038
  81.72076953  79.72422741 820.8188351   41.78396769 788.82984055
 656.83137327  56.77371469 622.84562225 260.9550707  329.85358798
 624.85992027 636.86064423 304.86222041 292.86526336 623.86547026
 256.96123736 330.87004569 257.9710706  240.9311451  258.97648677
 590.87604487 459.87610465 241.93536791 472.87926182 279.88382378
 242.94585935 263.00281371 425.88613446 460.88624096 426.89407859
  77.81692221]",D1_01.cas
644,89,"[441.63189038 916.67592363 442.6767403  883.70875651 717.71637465
 884.73297201 718.73598465 851.74079183 197.70926557 853.74375391
 719.74859054 885.75576438 854.7588045  984.75981106 852.76260189
 259.87960125 819.77956499 688.78222378 687.78320186 686.78394259
 488.78680493 260.8957634  654.79055198 261.9067684  787.79403362
 262.91280979 820.79530435 689.79986521 788.79993361 657.80120777
 655.80339574 679.80375585 656.81609511 489.81705592 622.82131481
 492.8239559  472.82947266 326.83200187 490.83230879 491.83779769
 307.83879353 324.83905081 457.84335525 623.84346792 493.84628623
 590.84655748 637.8467296  624.84698411 258.95277455 291.85204872
 308.85223855 460.8548669  294.85645531 259.96490979 459.86034273
 458.86173284 292.8624676  591.8631216  256.95824388 257.96258381
 517.86429567 246.9364735  442.87155407 592.87167707 425.87226083
 482.87500507 278.87512789 293.87607467 484.87839126 242.94154965
 449.88224993 438.88257215 473.88260289 450.88441578 241.9433112
 426.88549781 486.88594783 428.88609338 439.88665647 427.88821157
 451.8885682  231.92695566 276.89054882 440.89223926 232.93431916
 265.89595635 441.89613964 452.89713103 273.89931247]",D1_02.cas
645,178,"[492.52349232 478.53815761 498.53899367 495.55300329 494.55425599
 496.56125247 464.56520209 466.56766998 468.58093422 155.50456123
 279.59174757 141.50996687  23.60319895 252.62832245 398.6299222
 183.58392899  88.54215206 390.63629459 396.63792399 391.63938396
 394.63992432 129.54513035 392.64269338  90.55741279 388.65194732
 389.65202947 209.64310135 359.66825141 119.57210961 355.67394001
 357.67411314  43.63067797 354.67599887 262.7945079  356.67652072
 358.67848602 352.67983916 376.68132158 193.64773075 387.6874405
 250.7705639  346.69827416 324.70272675 360.70307582 322.70493526
 104.61104567 149.62628731 320.70958128 326.7099026   85.62050084
 246.7829763  127.62127544 132.62558862 106.63004142  95.63481381
  72.65714598 178.68015338 310.73464722 117.63872227 294.73852468
 130.64614969 147.65674061 251.8259861  242.80930117 411.74837819
 179.69546095 241.80856772 129.65373377 239.80476136 145.66518352
 240.80927965  78.67099575  80.67284865 234.80076875 134.66696046
 238.8165869  385.76552509 232.80635112 252.76848725 230.80533824
 254.77027212 276.77037729 245.77228558 249.77316811  79.68966648
 247.77356215 273.77397019 248.77467675 271.77662841 382.77684632
 119.67923452 381.77806682 275.77855345 282.77911422 379.77984164
 383.78165707 380.78188672 278.78301284 348.78355168  91.69093995
 367.79089329 259.89790828 258.89657765 350.79808447 351.7996711
 365.80068212 217.80361419 243.804156   215.80427652 132.71023239
 213.80486028 397.80553818 363.80666748 147.72213379 347.80845354
 214.80983384 216.81060795 255.81109066 218.81116225 264.81210448
 349.81343938 341.81346343 256.90954913 335.81495125 336.81547269
 253.8156832  317.81653388 257.91585807  79.73400746 338.81863063
 229.81893268 306.81942229  80.73728043 337.82145238 128.72715449
 340.82261873 339.82499751  92.73322003 290.82872814 319.82877171
 302.82927223 321.83185184 292.83338271  94.7394401  291.83430789
 152.75688114 314.83661592  66.76795527  81.75608813 242.90517484
  91.75069889  64.77881101 240.90983671 110.75754083 318.85350085
 307.85514188 241.91552839  52.79974325  77.78108184  93.77405148
 272.8709769   67.79598338 276.87285363 231.91472363 232.91861917
 285.87967415 274.87996609 408.88174764 273.88406081  96.79015074
 275.88529891 174.82673616 230.9226464  233.92861993 364.88861236
 172.82749566 361.8992555  360.89952486]",DBP01.cas
646,225,"[472.57884793 468.60438317 464.60820013 460.61061694 466.61456712
 470.61686654 462.61728359 424.63860937 457.63872277 432.64051924
 426.64311718 422.64594729 428.64636672 455.64881477 430.65152065
 394.66650872 390.67305972 447.67328322 414.6745667  434.67492381
 366.67540111 392.67772492 362.67842495 412.67885736 368.68031403
 418.68101472 425.68179787 183.64392386 417.69317132 352.69839759
 364.69853701 250.78460144 354.71125593 351.71993098 326.72636235
 166.65939927 322.72932402 321.72956339 324.72968626 319.72976983
 318.73011552 167.6648655  320.7332896  345.73343323 317.73562459
 316.74147836 347.74148623 341.74259391 349.74376884 346.74638638
 328.74724623 414.74845619 453.7488132  343.74888164 348.74898865
 455.74943401 449.75163761 315.75259812 451.75368028 344.75425461
 282.75582904 342.75633596 287.7572226  290.75928685 325.75976294
 285.76007941 335.76246284 301.76317028 356.76357617 329.76389391
 306.76429251 226.79250713 280.76502862 331.76552635 304.76565345
 311.76689011 183.71817359 313.76718388 286.76766534 289.76776605
 310.76838992 312.76888263 300.76897865 309.76916366 307.76992478
 283.77005218 284.77006941 262.88871684 327.77219957 308.7730895
 288.77366021 305.77423386 241.83301991 302.7756925  239.83308168
 242.84278118 222.80120168 419.78419616 372.78440173 281.7853103
 299.78646366 374.78752905 333.78810833 248.78842012 303.7890531
 252.78940268 277.79055892 272.79079035 321.79086581 342.79198225
 268.79288018 254.79315777 270.79417719 275.79487866 332.79513509
 334.79583575 240.85275448 358.79787666 224.79949324 237.84925334
 267.800203   271.80102153 274.80134301 238.85725337 251.88804076
 276.80557537 317.80728928 273.80732499 328.80777275 250.8947405
 210.81847595 349.81857847 221.83842173 260.92992417 225.84849667
 258.92458862 341.82384955 256.91968831 259.93002569 279.82643654
 255.82696828 261.94152321 337.83322028 355.83324236 239.89024746
 398.83710681 222.85747752 257.93886165 243.84178955 220.84215881
 209.82932322 296.84248024 236.89360662 208.82604624 223.84643989
 357.8494441  344.85046147 207.82766179 338.85166976 495.85274594
 235.90206656 313.85884175 285.85931288 135.76482238 378.86181089
 339.86298575 224.86555386 342.86708808 311.86939655 307.86997818
 211.87029861 309.87097962 306.87186289 232.91180649 310.87238224
 230.90937241 312.87355858 308.87401633 324.87501618 321.87554496
 234.91981334 254.87666264 327.87689381 340.87750517 228.87906973
 332.87925074 323.87991147 334.88121133 325.88315838 440.8851378
 336.88562963 207.86302111 201.85727842 330.88673317 212.88750482
 329.88756254 294.88835955 278.889712   199.85897745 202.86306651
 305.89083514 293.89168671 203.8652809  298.89241208 295.89273942
 276.89332141 182.84364688 198.86198305 216.89369884 196.86067658
 200.86440586 263.89437106 291.89526889 221.91339853 275.8958443
 205.87086246 272.89678694 180.84513989 204.87185761 277.89798773
 214.89805948 264.89892235 386.8991199  249.89955794 279.89981581]",DBP02.cas
647,0,[],DECBENN1.cas
648,0,[],DECBENP2.cas
649,6,"[299.67263724 298.67680334 295.72001121 294.72488632 231.84213172
 312.88168126]",DIOCSEB2.cas
650,14,"[322.51472059  43.52075869  41.55115624 108.53708817 123.54575011
  41.63813462 322.69112257  73.62510609 154.64779077 107.64544127
  73.66294565  41.74776248  69.79179982  67.81471608]",DMP101.cas
651,3,[256.87745694  16.88291021  15.88259572],DMP102.cas
652,107,"[261.61557932 270.55635428 281.55745324 287.56942833  44.5276458
  73.51368363 153.51683464  56.5326776  286.59969632  43.57054875
 154.53956202 134.52405294 391.62008914  57.5588718   96.53308296
  59.55826055 281.63615951 152.5583361  111.54030622 150.55766297
 153.56351216  58.5768513  266.64663367 270.64867924  71.57272625
 154.57347847 122.55593182 117.55369922  72.57998911  42.61591485
 113.56035305  91.56542366 106.56717839 114.56571487  59.59375193
  41.623355   149.58375913  39.63095674 268.67899575 105.58762698
 163.61755472 129.59192262 114.5943237  154.62704507  93.612054
 152.62819804 150.63493552  85.62833806  59.65270206  95.62683826
  91.62733107 117.62463104 113.62752924 153.64600905 114.62998594
 271.72729286  41.68766114  57.66350069  43.68761393  97.64795271
  58.67973028 105.65083214 167.68043695  77.66946945 287.75320489
 270.75374718  71.67948791 167.71333169  84.69508124 151.70416086
  81.70118533  43.74466663 105.69291252  73.71070007  94.6996986
 133.70509796  91.70739417 111.70723042  96.71082536 116.70837586
  59.73630329 105.72378505  43.77832087  82.7379072   83.73551546
  94.73362424 151.75337884  41.79406426  64.76627453 111.74358134
  66.77048925  94.75597574 135.75839328 149.7733953   44.81241607
  67.78898683  69.79080252 286.86962492 151.79026605  52.81646513
 121.7834349  111.78486897  94.79283409 238.93995684  70.81498583
 150.81675822  53.83798114]",DOP01.cas
653,6,"[127.54533449 120.58047131 256.87543281  16.88463464  15.88373864
  77.81164266]",DOP02.cas
654,0,[],DOW33NEG.cas
655,46,"[265.51314922 253.51624268 221.53386986 223.52514763 222.54616333
 207.51109084 251.62010667 208.52521623 209.54034195 222.57438894
 267.56158873 205.54046588 209.56717978 281.58453938 265.58732971
 267.5998263  279.60045431 147.51762685 221.62429247 223.60984601
 207.59070013 265.61810823 267.62469485 147.5467888  284.63520446
 323.63535629 283.63553292 282.6367993  279.64638627 147.56766075
 282.67671648 283.6771678  207.67491857 325.69873587 147.64737407
 281.73512203 221.76818405 221.78074059 207.74274011 341.78361604
 147.71329823  72.72964394 281.81178893  72.75577399 147.76123486
 281.87155834]",DOW33POS.cas
656,91,"[4.27550994e+02 9.15692363e+02 8.83694253e+02 9.16696799e+02
 8.85706253e+02 9.17709349e+02 8.53712322e+02 8.84723501e+02
 9.84738479e+02 2.56833680e+02 7.18739062e+02 8.51747927e+02
 8.52758885e+02 6.86760322e+02 8.19764986e+02 6.87772071e+02
 6.89772466e+02 8.20779566e+02 2.60890881e+02 2.94784638e+02
 2.61902445e+02 6.57789174e+02 6.54790452e+02 6.88790637e+02
 2.62909171e+02 8.01308712e-01 6.55795766e+02 7.87802948e+02
 7.88805339e+02 5.22811990e+02 6.22815814e+02 4.89815847e+02
 6.69817666e+02 6.56819064e+02 2.32863020e+02 6.24824809e+02
 3.30826087e+02 3.26826774e+02 6.23829460e+02 4.90832494e+02
 5.05835125e+02 2.59945961e+02 4.91840671e+02 4.57842117e+02
 5.90843046e+02 2.58944382e+02 4.60846545e+02 4.59846569e+02
 5.91848651e+02 2.46924020e+02 4.58857150e+02 2.56953380e+02
 2.15861452e+02 4.27863120e+02 4.28864417e+02 4.71867047e+02
 4.25867111e+02 4.30867502e+02 2.95868942e+02 4.41870152e+02
 4.51870620e+02 4.42872474e+02 4.84872572e+02 2.84872646e+02
 2.68873906e+02 3.25874687e+02 2.92875431e+02 2.42937318e+02
 2.33917137e+02 2.31914799e+02 2.94877666e+02 5.18877856e+02
 4.50879271e+02 4.10879546e+02 2.93880764e+02 4.26881240e+02
 3.95882743e+02 4.38883268e+02 2.65883840e+02 2.34928517e+02
 4.39887304e+02 4.40888749e+02 3.93891855e+02 2.63893472e+02
 2.32933125e+02 2.66893692e+02 4.52894112e+02 2.39951708e+02
 2.64898438e+02 3.94898905e+02 2.86899949e+02]",E1_01.cas
657,31,"[ 43.53986586  45.57691795  57.63540385 335.72857904  41.70295318
  41.73969822 262.91041355  41.7796494  655.8437533  336.84722472
 656.85005606 820.85020023 338.85080338 622.86455496 291.86615877
 294.869752   329.86984415 256.96573543 292.87149238 330.87255929
 257.97301848 240.93638214 258.9822771  636.88303746 241.94430203
 242.95078885 459.89151493 590.89256172 460.89311631 472.8970612
  41.8581435 ]",E1_02.cas
658,53,"[442.51362743 340.5612704   41.52911138  67.53665098  56.55171952
  81.55314302 354.67041593  42.63307351  40.64047823 114.58458648
  69.60889115 250.76761122 324.69286993 320.69578951 322.69762179
  59.63312689 318.70694934 326.71257489 246.78302047  79.63228135
 335.72150197  67.64979234  69.65472475  43.69141322 321.73614697
 240.79547434  77.65933882 319.74578488 291.74679939  86.66482018
 336.75662627  67.68152961 232.7983056  252.76054729 234.80470912
  85.67878897  57.70701713 248.77585638 215.79056898 217.79117118
 213.79253248  42.75887534 216.80295586  55.73960937 218.80701292
 214.80964899 101.7295556   73.78888715  41.84582333 109.79314034
  80.80695439  81.80595594 100.80398865]",ERUC001.cas
659,21,"[250.68953318 322.61022684 318.61503402 324.61569853 320.62328682
 286.66830326 240.7720116  223.76107813 205.80950873 182.79618597
 180.79593756 178.79417502 176.79584326 188.81281726 186.81534224
 187.81631617 189.8190792  174.81307419 183.82520482 185.83048966
 171.82255451]",ERUC002.cas
660,59,"[ 99.51124792  96.53849363  97.54383014 473.65309106  96.60839083
 883.74372296 984.75998222  97.66762879 851.76682309 852.79104108
  80.70906938 260.90270654 819.79405344 820.79806456 261.91289015
 262.917316   688.79962075 686.80351953 687.80487799 654.81173687
 655.82315718 787.8243241  231.86514522 232.87275891 788.83408825
 656.83972764 622.84641673 522.84762003 491.8518423  624.8532778
 623.85411202 489.85634443 457.85779656 490.85812623 460.86559885
 473.86646152 590.86730167 215.86839962 256.96392236 458.87270229
 246.94480169 459.87603891 591.8776845  475.88058871 218.88184404
 592.88218193 242.9477972  425.88755156 428.88802305 325.88875568
 308.89041054 234.93472216 442.89091925 231.93103841 450.89327678
 426.89333467 292.89724431 232.93742601 427.89862252]",F1_01.cas
661,47,"[ 42.50038498  43.54905615  46.54830982  41.55646153  70.52936436
 158.53728717  48.56342685  45.5736428  106.53956824  41.60306667
 137.55558757 136.55953345  81.58670843  45.62866515  93.61568213
 130.62568427  57.69274324 370.7722029  120.68787482 236.85458253
 111.70965534 290.81211407  84.72671444 234.85898078  91.72241559
 233.86177385 232.86048473 231.86232986 820.82518337 230.86558911
 272.83207209 100.7445785  622.84792761 217.85697839  57.79834639
 256.96348015 257.96883037 252.87060898 258.97536509 240.93317028
 590.88160945 472.88436485 242.94600524 425.89163235 246.96759782
 426.89780067  77.81697485]",F1_02.cas
662,0,[],FABGLO~1.cas
663,0,[],FABGLO~2.cas
664,41,"[689.5158181   23.54563074 159.51041988  57.52640741 529.59327957
  42.561523    59.5361008   92.5144608   23.60284689 276.6179863
  88.5347021   89.56266347  70.58459316 159.5917893   72.59437188
  58.6078559  116.58479836 101.61530332 102.62088062 529.71853039
  90.63498652  73.65362511  23.71800012  81.65703885 160.67331825
  58.69152034  23.75124676 129.67727815 159.70549634  90.68990704
  99.701172    60.73018964 101.71347735  86.72216865  59.75832611
  73.7624931   86.75643874 112.76095651 131.76356652  70.80345215
 113.78772937]",FC100_01.cas
665,11,"[182.54548888 402.59600709 492.66718141  19.74687427 491.81261673
  19.80650129 223.84932643 260.95984606  18.86582179 256.97983869
 250.97577704]",FC100_02.cas
666,266,"[294.50085808 278.51299747 296.52192021 283.55975066 663.56254223
 219.56690677 664.56713389  40.53380106 662.59589707 271.5964442
 214.60348296 273.60741094 201.57903676  98.51845216 560.63847308
 620.65026177  97.55613395 296.65238251 180.60888834 155.59389766
 504.68243102 544.68257082 526.68414249 546.68488179 622.69498859
 496.70561576 554.70691744 502.7074054   39.67090514 138.61514974
 555.70917366 472.71089812  99.62037306 510.7172868  490.71782371
 586.71867873 494.71990292 488.72242717 486.72300986 259.82864811
 470.7264182  430.72711674 606.73015019 566.73194176 257.83078124
 547.73505905 585.73656767 446.74039715 262.8590303  444.74136105
 100.64957332 428.7463956  258.84817342 260.85615512 396.75128991
 593.75331858 256.85049616 412.75745142 386.75781392 390.75947274
  97.66694908 155.6867387  438.76580606 388.76654667 436.76696936
 416.76913389 414.77040914 384.77066996 356.77106067  99.67532576
 452.77132382 426.77287972 240.83112475 359.77836599 354.7796809
  39.74253718 515.78087579 408.78180795 372.78212082 332.78223527
 370.78231031 378.78307123 238.83565971 498.7856033  368.78714721
 250.86755706 242.85033685 350.78944612 493.79149816 374.79426859
 241.85536416 366.79894944 328.79925005 330.80014314 467.80223507
 357.80303132 317.80361761 315.80386333 296.80397597 352.80399794
 509.80466567 298.80508327 251.88886939 237.85577932 573.80707495
 326.80886762 590.81005308 380.81022827 312.8103689  125.71429438
 182.76147316 404.81132195 491.81162548 236.86034583 314.81480405
 280.81540353 239.87009097 103.720993   322.81717455 234.86172257
 222.83778706 499.81902403 318.81910953 286.81983993 320.82126399
 451.82154333 520.82173692 455.82277419 335.82387947 310.82582024
 324.82765726 348.82906024 292.82926102 419.8304819  255.83107484
 329.83108106 226.86018035 284.83286765 270.83388451 272.83442613
 261.94823849 316.83447225 301.83458099 334.83474931 294.83497525
 346.83512184 274.83535432 407.83674391 244.83709835 308.83747363
 302.83765549 364.83768021 313.83871509 267.83951296 246.90987634
 228.83982018 266.83995181 268.8402684  277.84069012 425.84105503
 252.84121053 409.84129028 279.84148452 453.84272089 389.84428723
 306.84566018 379.84595702 387.84640597 264.84720651 311.84747199
 254.84798262 278.84940679 327.85061159 232.89032075 287.85127951
 224.85145944 375.85170187 336.85440713 431.85458003 365.85550934
 435.85622077 154.77884833  96.7632397  395.85746735 221.87536772
 344.85787514  94.76496752 405.86020035 567.8603235  391.86086792
  98.7673219  214.8615853  271.86202986 285.86258207 216.86287768
 347.86299836 212.86338438 371.86437217 248.86441402 338.86519505
 288.86563503 230.90204668 527.86620026 290.86690395 220.86703848
 305.86869844 377.86904284 604.86911359 276.86969698 427.87006346
 532.87099957 219.87108571 673.87271701 331.87297212 355.87308955
 303.87354944 210.87436307 399.8750232  225.90053883 779.87632321
 307.87673202 209.86439558 337.87747742 319.87801196 213.87818114
 383.87845841 253.87914353 349.87940755 397.88058558 719.88271483
 323.88296884 401.88301445 400.88319656 367.88321882 211.88372378
 227.88412406 550.88428828 325.88480045 393.88696779 381.88743823
 321.88774189 586.88791489 571.89032577 351.89060453 269.89233169
 241.95115103 198.86161766 242.95518149 201.8646817  369.89415726
 362.89459815 196.8612021  342.89544249 199.86378954 471.89574381
 200.86612686 353.89644991 289.8970562  671.89714378 339.89765154
 417.8978088  218.89915893 382.89938775 193.86228263 208.88006918
 345.89981032]",FC129_01.cas
667,9,"[526.52556109 586.53986396 528.54490054  19.69578836 586.75393431
 261.92913694 224.83563004 260.95428686  18.86519779]",FC129_02.cas
668,88,"[ 431.50249053  598.51613451  413.54103975  619.55153413  616.55346823
  457.55926799  178.5173434    62.50280494  349.57991596  205.55987081
  610.58591567   57.52317438   69.51695      88.50325715   56.53706405
  530.60646616  131.51343868  355.61095902  103.51550086  165.54231148
  108.5231976   133.52341205   60.55266371  102.52932856  163.55583305
  608.62758142   69.56486728   42.60255111  164.58004791   87.5564997
  615.65488888  399.65546414   61.58407428   86.57340915   56.60238054
  582.66846661  477.67452142  100.58130671  117.58241494  116.58428806
  132.58691962  428.68507912   89.59241864   61.61798968   58.62329077
  129.59691593   59.6253684    94.6010187    72.62169297   90.60699207
  596.7023318    99.60719303  131.61221756  306.7122871    98.63656546
  500.73484814   62.66904328  164.67358179  603.74482145  614.74741919
  621.75204738  179.71537505  116.67568334  455.78191911   87.6935832
   60.72559839   98.70458033   84.71715995   62.73605771  499.80831457
 1201.81035512  164.74907444  100.72949207  116.727927    133.7414831
  326.84236448   60.79374264   61.79298895   73.78862264  115.77468818
   71.79702987  165.80543065   81.78908736  258.98278479   70.80665697
   69.80998494   72.82116925  260.0050708 ]",FC135_01.cas
669,23,"[587.53713521  19.54030968 500.56239134 592.58565035 591.60109457
 583.60731691 593.61753574 444.65130138 446.65797851 127.58535309
 261.81876602 380.71321797 259.82673064 362.72907062 360.73201158
 272.80977111 253.81056718 254.81568051 260.95684011 592.85715904
  18.86581224 206.86530849 127.80022303]",FC135_02.cas
670,181,"[ 231.51238116  935.50724424  493.50853502  569.50896222  937.50914501
  218.5097124   750.50975408  922.51060853  877.51287777  792.51386693
  909.51444962  894.51500481  906.51696408  831.51702679  869.5197034
  834.52036188  969.52123108  862.52189495  767.52282975  809.52357071
  766.5256466   564.52815466  365.52951333  892.52987709  793.53061947
  923.53256498  938.53365619  563.53547252  917.53560406  566.53593808
  222.55842117  852.54179059  810.54243694  811.54399233  217.54548855
  368.54697285   45.50024449  794.55065861  207.52918328  208.53469189
  953.55543358   29.53135204  836.55801364  178.50495951  206.53511637
  179.50709736  980.56398257  868.5665546    43.52343266  854.56967682
   57.50505976  981.57435617  838.58270661   58.5170488    56.52095001
  855.58561204  187.54170678  263.58589855  899.5897348    40.55705139
  395.59670467   89.50204913  117.50209566  203.57954602  898.60681787
  452.6069577   882.60788155  568.60912882   42.56848767  104.51566606
  925.61321176   71.53606453  495.61744817  144.5325721   222.63971855
  219.62130701  127.52686519   97.52878865  348.62724215  567.62915812
  968.62931888  942.62975476  698.63033622   92.53785897  160.56007137
  655.6371239   648.63918998  131.54349216   45.5946465    72.56580112
   29.61679766  494.64408145   90.55074558  926.64891955  454.64912463
   58.58252213  367.64936126   75.57831718  136.56688797   87.56749778
  299.66216403  151.58295416  415.66877736  235.71714908  349.67259436
  113.57586734  343.67472547  159.60004321   70.60026936  224.67664587
  130.58449586   88.5859348    43.63585582  749.68131986  104.59327217
   69.61394598  129.59950786  409.69621196  217.69679556   56.63297377
  120.60273363   92.60655316 1030.70231719   40.66753576  524.70815348
   98.61726661  370.71611264  558.72280576   87.63199731  247.72896321
  251.82368747  159.67015275  573.74705757  118.65653483  184.70694303
   43.71000165  133.6627746    71.68208012  543.76322396  283.76737511
   86.68313199  453.77640222  462.77744331  117.68048657  589.77930477
  662.78747145   40.75020221  541.78999366  202.76441044  642.79727218
  497.79935761  452.80358216   39.76714025  408.80634398  502.80815439
   40.78058267  260.93105928  145.73838889  262.94754613   45.78526944
  274.8400146    92.74902071  537.84721955  476.84871692  212.8499206
  114.75327296   96.75837338  731.85255178  172.791176    563.86404818
   69.78844201  130.77224003  157.792197    578.86823221  307.87943897
   40.8434162   246.95259967  576.88253585  231.92979441  729.89598882
  450.89746694]",FC170_01.cas
671,101,"[ 231.51799719  762.51224894   19.51269372  505.52215742  539.52965646
  526.53426715  496.54359376  719.56039669  630.56692494  527.57584369
  402.5770252   723.59216335  678.59326125  500.59710806  219.60428803
   19.59982833  718.61260561   65.54364291  484.62080076  560.64305455
  558.64644953  674.65690639  462.65692049  480.68175638  285.73151488
  532.76079825  986.79305928 1189.79368386 1036.79778736 1040.79890135
 1038.80005257 1020.80207936 1094.80214259 1037.80363887  937.80397672
 1017.81260965 1039.81321861  786.81695337 1187.81707734  936.81725383
  886.81988573  767.82158373  836.82202177  262.94330724  634.82692772
  638.83146556  260.94219915  617.8335367  1019.83410724 1021.83583253
  998.83634326  636.83691941  620.83905596  619.83963385  736.84221268
  622.84248955 1065.84286505 1231.84491024 1233.84552159  603.8456508
 1063.84594262  601.84685991  572.84736164 1022.84871872  618.85013035
 1018.85017344  602.85092718  867.85364372  987.8552453   787.85724439
  917.85942759  250.9400508   261.97976295   18.86590256  680.8713879
  217.87223595  220.87435995  660.87586486  258.97741604 1165.88205679
  724.88237682 1188.8827664   215.88351179  180.83198348  748.88711749
  218.88730203  178.83654282  754.89146088  556.89232208  563.89414653
  747.89437882  578.89458793  176.83791042  582.89552711  580.89563075
  564.8976351   598.89783422  746.89884297  560.89902502  610.89926573
  203.87282508]",FC170_02.cas
672,77,"[594.50563312 540.51930806  27.50635404 536.53541185 526.54438081
 173.5076772   56.50905512 591.5751622  527.58029102  60.51178793
  42.54249732 125.50015879 201.57089825  67.52688102 530.60602099
 114.51731043 599.62030876  57.55366555  97.52732787 109.52880494
 112.53086467 131.53777218 173.57604565 117.54306556 127.54806798
 528.64605179  67.57627183 161.58747785  71.59060953  99.57433261
 462.67083504 130.57831171 101.57906895 133.58395652  86.59401698
  42.64704172  67.61896574  41.65993458  55.65273351 588.71928262
  60.65490837 593.72948784 116.63291034  87.64106121  57.6702387
  95.64220123  69.66487319 527.74507661  86.65836373 583.7496338
  45.70771444  59.68629249 117.66966205 131.67669416 468.77476581
 120.68142538  85.6911063  589.78197787  71.70884827 159.72291903
  82.71367274 113.70693067  84.72144022  95.71712911  61.74204967
  69.74844986  42.78697344  81.74490311 133.76283592  81.77660457
  82.77865295  41.82456826  71.79085682 100.77576799 105.77643868
  89.7929596   67.81992847]",FC430_01.cas
673,16,"[559.51120002  19.51631155 419.57446549 220.60677959 420.60955247
 125.52646691 146.5659924   19.66862652 422.67882355 219.680366
 169.66032037 125.64473844 145.67604752 422.80054982 279.8005627
  18.86581749]",FC430_02.cas
674,180,"[242.56242137 212.50469512 233.54727427 604.51059126 244.51380716
 485.52914101 578.53031003 470.53065596 618.53423362 564.53626653
 494.54087277 206.52162307 451.54983245 455.55345887 491.55346069
 627.55819086 589.55940672 497.56173143 481.56418651 510.57054548
 177.51595979  54.51074822 172.51174937 613.57609747 536.57709983
 480.58031327 215.5859615  601.59237259 466.59279342 141.50118964
  69.51929406 143.51070609 439.60076625 164.53428971 121.50942014
 138.5146018  461.60820383  44.5659662  602.61048663 469.61074752
 444.61375651 533.61512185 167.55020685 507.61825512  65.5465814
 109.52428532 151.54131539 573.62441299 454.62679324 189.5872199
 501.62979784 157.55507004 123.53415003 547.63453936 161.56234772
 158.5621378   99.54136543  77.55609515 528.63908715 629.63965565
 509.64223112 135.54842923 212.64651091  83.56147733 201.62185762
  43.60700471 122.55846478  31.62749326  56.59218288 185.61114508
 241.71803841  53.59836961 479.66103957 125.56450651 255.66173903
 142.57171606 225.68916606 449.66557316 468.6661072   41.62673983
  42.62855932 540.67003018 442.6703102  587.67170361 197.64060992
 130.57915597 170.61216392 550.67601846 116.5816861  171.61725626
 133.58835363  44.64039808 127.58877611 453.69002023 117.59275346
 434.69126333 473.69131328  68.61930799 175.63939146 144.61140902
 128.60736113  42.66360328 562.70487933 517.70734215 174.64830265
 450.7082198   67.63442336 129.61941282 146.63343252  69.64429241
 233.76210886  39.68792555 483.7261104  506.7274606  519.72874017
 201.69993562 147.64556401 526.73156649 176.67713525 493.73736447
 121.64177805 194.70386866 125.64678241 481.74493987 452.7552025
  52.6959004  207.73362823 415.76124837 165.69157978 103.66860316
 189.72440911 135.67342209 605.77104455 419.77161292 536.77320492
  43.73076717 149.69924151 168.71632084 185.73901197 144.70146036
  56.7259681  115.69371502 206.76892155 179.74172423 171.73501894
  83.71910788 111.710633   175.75043404  97.71596231 140.72194791
 107.72149912  85.7345945  109.72902776 125.72938319 130.73176152
 163.75762276 157.75286823 105.73350612 191.7920523   95.73784271
 606.83441392  54.77766056 128.75269977 190.81575361  55.79190012
  87.76330907 123.76059202 183.80957736 131.76721799 143.77372697
 229.86736498  70.79302824 120.77752212 132.78817741 119.78684828
 103.78901854 197.85415313  41.84683274 263.00805837 115.79930711]",FC722_01.cas
